row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
32,32,32,85,721,0.100000,0,0,3673,0
32,32,32,707,717,0.700000,0,0,23441,0
32,32,32,915,719,0.900000,0,0,30958,0
